N,P,K,temperature,humidity,pH,rainfall,crop
52.33,34.76,62.18,20.37,51.64,6.89,266.71,Wheat
71.04,31.29,45.9,19.02,40.4,7.56,243.54,Wheat
31.85,32.42,55.32,17.44,51.2,6.61,258.72,Pulses
31.78,18.29,50.53,23.51,49.21,6.82,428.95,Groundnut
150.76,56.87,86.91,19.04,83.19,6.87,1089.59,Sugarcane
77.41,25.27,54.56,31.42,60.05,6.83,646.86,Cotton
173.05,52.07,100.0,24.03,68.15,6.85,1023.04,Sugarcane
84.73,23.96,26.26,22.41,56.53,6.36,389.6,Barley
57.12,31.4,58.16,26.51,57.56,6.67,477.63,Soybean
19.01,10.24,16.57,32.05,40.06,6.69,479.97,Millet
78.17,27.31,43.98,19.94,57.07,7.6,207.44,Barley
73.73,37.03,71.23,26.38,80.39,6.51,414.18,Tomato
113.43,32.44,71.61,31.4,52.22,7.16,660.91,Cotton
20.94,19.98,27.25,21.92,59.46,6.94,320.88,Pulses
115.24,30.14,51.09,24.26,56.92,6.08,403.84,Corn
96.69,23.98,48.47,28.25,48.77,6.86,462.65,Maize
117.05,46.77,79.66,17.46,77.43,7.66,529.91,Sugarbeet
45.75,8.98,59.73,21.56,47.66,6.49,411.47,Groundnut
39.65,18.79,43.67,21.11,48.41,6.75,391.43,Pulses
75.49,30.61,59.92,27.47,89.79,6.63,1280.32,Rice
52.9,30.21,46.14,29.74,92.95,6.18,1220.87,Rice
15.34,22.0,38.73,24.86,53.31,6.47,370.44,Groundnut
106.73,28.95,55.82,28.02,59.14,6.78,509.98,Maize
87.68,31.22,60.39,22.05,80.46,6.58,304.2,Tomato
24.9,28.3,41.59,23.6,55.93,6.83,317.89,Gram
131.81,62.26,90.09,27.31,78.04,6.97,1032.05,Sugarcane
140.01,61.41,100.0,24.19,75.91,6.53,1116.56,Sugarcane
56.01,25.05,48.54,21.81,57.6,6.56,310.77,Pulses
79.61,28.94,58.88,28.37,82.8,6.26,1295.04,Rice
40.59,27.46,42.35,17.69,70.6,7.11,269.58,Gram
52.81,20.11,39.86,18.73,28.3,7.17,327.57,Gram
99.23,27.57,74.28,22.76,65.92,6.7,261.21,Onion
25.82,27.72,45.71,22.63,56.87,7.21,255.02,Pulses
36.08,31.72,66.42,29.9,96.36,6.68,1370.35,Rice
179.71,58.24,100.0,23.46,81.31,7.06,1046.4,Sugarcane
137.62,14.45,67.48,26.56,77.35,6.96,375.94,Maize
118.16,45.69,69.66,22.75,54.03,7.5,483.07,Sugarbeet
171.98,77.34,100.0,23.63,76.04,6.69,1054.38,Sugarcane
93.98,32.09,58.24,21.76,93.0,6.7,375.76,Tomato
95.48,28.23,66.03,21.96,78.0,7.17,410.28,Tomato
109.95,23.44,67.06,24.74,66.66,6.92,445.52,Maize
50.93,26.83,40.05,19.18,64.45,6.31,266.36,Pulses
95.02,29.04,53.28,24.74,77.83,6.55,375.79,Tomato
95.96,32.85,64.66,29.85,59.13,7.13,605.52,Cotton
34.91,28.69,26.67,35.9,39.67,6.43,530.38,Millet
80.27,33.18,48.84,28.68,63.98,6.2,1374.22,Rice
57.73,23.58,40.91,24.64,49.57,6.1,472.26,Groundnut
47.94,27.21,40.81,20.07,63.39,6.89,258.14,Wheat
31.64,36.87,28.61,26.18,40.65,6.1,417.49,Groundnut
62.49,28.26,51.09,25.01,57.73,6.77,311.06,Wheat
118.01,44.27,72.11,19.63,63.85,7.0,444.02,Sugarbeet
39.37,22.15,39.98,20.42,61.29,6.8,244.79,Pulses
53.82,12.65,18.21,31.79,35.02,6.79,452.55,Millet
61.71,24.67,61.67,18.88,38.58,7.16,327.81,Barley
82.57,37.98,69.59,29.02,71.22,6.51,383.37,Corn
135.59,63.48,100.0,26.19,89.29,6.91,1095.84,Sugarcane
45.36,28.89,42.93,23.06,54.12,7.15,331.07,Barley
84.14,33.11,45.31,29.81,100.0,6.47,1399.44,Rice
70.06,30.27,47.98,22.92,57.85,6.63,309.1,Wheat
23.45,23.94,29.27,19.26,50.3,6.9,288.88,Pulses
30.38,23.49,35.8,20.69,59.32,6.7,374.78,Barley
114.23,35.21,57.58,28.4,75.5,6.68,511.66,Maize
54.25,14.93,41.13,23.1,52.6,6.69,449.38,Groundnut
105.84,24.91,71.65,25.69,76.69,6.2,403.18,Tomato
46.08,34.5,44.52,26.29,74.1,6.68,549.38,Soybean
125.87,27.34,44.85,25.49,59.75,6.51,481.5,Maize
36.88,17.79,13.07,29.73,48.3,7.0,490.38,Millet
104.95,34.16,47.81,23.84,71.6,7.35,423.32,Maize
31.76,26.54,22.86,25.77,58.06,6.57,326.86,Groundnut
72.92,29.96,63.99,26.1,70.81,6.81,444.01,Maize
100.52,21.13,78.64,24.51,85.7,6.91,415.65,Maize
55.34,35.71,61.52,25.09,66.58,6.66,462.24,Soybean
37.8,23.23,36.6,24.91,52.94,6.07,465.78,Soybean
78.83,29.37,56.0,23.82,85.46,6.87,430.34,Tomato
44.18,27.43,59.22,16.82,52.51,6.51,248.66,Gram
91.8,32.17,48.26,18.88,65.69,6.63,316.36,Onion
31.68,20.87,52.27,22.3,65.55,6.67,436.02,Soybean
109.65,31.96,61.94,32.84,44.42,7.54,672.13,Cotton
41.53,24.54,33.31,20.4,44.73,6.78,223.05,Pulses
168.52,61.22,91.18,22.37,72.64,5.82,1103.23,Sugarcane
95.63,30.89,45.34,22.4,72.13,6.87,432.36,Corn
42.41,22.54,40.4,22.29,69.07,6.93,310.73,Barley
96.56,28.15,74.63,20.35,86.37,6.72,296.06,Onion
89.45,32.66,57.51,30.85,53.36,6.7,566.01,Cotton
26.13,24.01,41.25,21.65,56.7,7.07,294.62,Gram
39.11,26.02,52.83,20.17,73.72,6.74,276.4,Gram
94.7,30.43,57.21,24.81,73.44,6.7,493.53,Corn
38.08,26.09,52.47,20.98,62.47,7.4,281.41,Wheat
40.87,12.81,53.37,27.53,53.99,6.31,460.48,Groundnut
72.75,30.57,60.68,19.68,78.76,7.03,277.75,Onion
76.62,21.86,74.59,18.67,62.58,7.21,276.55,Onion
22.29,11.98,37.47,25.55,63.24,7.35,355.88,Groundnut
60.99,26.58,43.91,21.4,41.81,6.72,305.27,Barley
52.29,23.55,35.76,17.49,46.12,7.05,222.1,Pulses
99.97,41.39,69.93,31.29,95.08,6.12,1380.29,Rice
30.92,14.95,49.81,25.71,56.01,6.55,402.58,Groundnut
80.14,27.31,58.28,25.44,69.42,7.1,377.8,Tomato
163.56,57.5,99.55,22.52,70.88,7.47,1053.91,Sugarcane
71.06,34.35,46.98,26.47,68.99,6.77,491.15,Corn
91.16,38.28,73.35,23.01,78.93,6.58,514.04,Maize
70.49,19.54,52.87,30.57,46.2,6.63,498.35,Millet
35.24,20.64,31.97,26.5,39.78,6.42,602.14,Millet
40.94,19.6,46.76,22.0,54.53,7.11,313.62,Pulses
126.83,67.0,96.01,27.02,81.03,6.58,1046.9,Sugarcane
46.92,18.56,45.72,19.77,58.77,6.83,248.55,Gram
112.59,28.56,27.73,33.52,85.61,6.86,1310.21,Rice
24.5,29.54,48.21,21.5,43.62,7.11,288.41,Gram
62.67,11.1,25.86,27.0,48.53,6.75,433.52,Millet
70.75,26.95,34.55,17.0,51.5,7.14,251.1,Barley
78.13,29.07,43.55,28.37,78.92,6.13,1429.73,Rice
101.13,41.11,75.27,21.67,74.12,6.68,379.63,Tomato
100.91,24.15,59.49,20.81,63.6,7.22,377.29,Corn
52.96,16.53,41.47,26.44,45.62,6.39,415.01,Groundnut
38.49,22.89,44.81,28.45,52.34,7.02,473.17,Millet
134.13,59.3,86.04,15.04,58.19,7.16,487.14,Sugarbeet
125.15,38.78,85.18,26.06,59.7,6.81,416.84,Corn
47.86,32.72,41.82,19.51,37.02,6.34,336.28,Wheat
99.3,35.38,55.87,24.63,78.7,6.23,389.66,Corn
87.08,36.23,56.45,19.41,74.18,6.91,264.75,Onion
88.94,37.84,64.76,16.49,69.39,6.77,397.63,Onion
95.75,32.88,45.4,27.92,55.04,7.21,586.09,Cotton
90.01,35.09,60.78,23.68,57.94,7.29,312.55,Onion
78.25,33.57,67.35,22.46,78.8,6.77,381.0,Tomato
112.94,43.27,63.16,19.92,77.15,6.76,464.57,Sugarbeet
113.33,37.35,81.21,19.95,76.44,7.17,318.58,Sugarbeet
82.59,31.07,62.84,25.52,67.54,6.93,507.48,Maize
114.58,23.11,51.94,22.21,73.27,6.73,360.48,Tomato
48.01,29.57,44.65,15.95,70.83,6.74,216.98,Pulses
114.35,35.47,66.46,31.21,43.64,6.8,597.8,Cotton
67.74,31.12,39.52,24.21,57.37,7.25,379.67,Barley
94.02,21.76,47.31,30.41,87.41,6.37,1390.01,Rice
44.04,30.13,51.35,21.45,58.94,7.1,308.7,Barley
130.29,58.43,78.66,17.29,66.79,7.05,466.41,Sugarbeet
110.63,30.25,56.29,27.36,81.45,6.47,348.88,Maize
41.06,23.19,30.22,31.05,46.76,6.63,451.23,Millet
78.84,13.73,32.39,27.64,46.98,6.98,515.75,Millet
76.06,26.02,57.8,24.73,72.53,6.92,489.69,Soybean
49.54,25.53,46.57,17.39,70.98,7.09,263.86,Wheat
56.11,26.47,29.03,19.05,59.92,6.72,305.51,Barley
81.97,17.59,55.77,21.48,71.83,6.87,263.22,Onion
49.11,29.14,47.61,22.47,61.1,7.43,297.38,Pulses
52.86,22.8,27.19,33.09,47.19,6.25,491.95,Millet
39.34,26.13,45.56,18.39,68.21,7.18,265.41,Gram
32.84,35.21,59.86,26.43,77.62,6.79,476.92,Soybean
103.4,20.99,73.05,20.05,64.4,6.31,483.42,Onion
57.47,31.69,50.89,17.66,60.04,6.78,289.13,Barley
74.58,33.19,68.31,23.53,63.63,6.86,452.77,Tomato
24.86,21.36,31.45,18.77,51.37,6.77,372.21,Pulses
44.33,19.12,36.96,17.94,50.77,6.59,307.48,Gram
111.55,30.76,61.57,24.16,69.59,6.82,401.32,Tomato
154.39,70.17,100.0,24.93,82.56,6.85,1031.33,Sugarcane
80.86,30.36,51.03,23.91,84.85,6.89,404.74,Tomato
95.14,24.5,53.64,29.87,52.35,7.1,565.79,Cotton
33.52,27.15,46.68,23.06,59.77,6.56,439.69,Soybean
109.65,28.52,64.82,22.99,69.1,6.76,391.12,Corn
48.59,21.04,46.43,20.8,49.63,6.63,319.35,Gram
44.34,19.29,45.15,23.67,65.01,6.63,446.63,Groundnut
65.94,26.41,56.66,20.37,52.27,7.36,364.35,Wheat
105.01,20.06,82.0,26.44,71.0,6.79,497.95,Maize
50.67,31.14,44.93,21.78,70.79,6.79,267.35,Pulses
87.57,31.87,86.25,29.53,57.56,6.82,588.69,Cotton
60.68,18.93,63.42,19.47,56.59,6.92,317.47,Barley
136.26,45.99,86.74,20.14,52.48,6.92,416.47,Sugarbeet
65.26,39.92,60.17,29.22,52.89,7.27,563.69,Cotton
93.8,33.43,68.57,22.72,75.56,6.51,487.93,Corn
124.34,31.78,61.72,27.51,59.04,7.23,410.28,Maize
67.52,34.12,45.52,24.69,74.64,6.83,563.18,Soybean
21.34,20.92,43.07,24.13,46.24,7.03,275.81,Gram
54.48,25.81,23.47,17.38,52.58,6.83,229.02,Gram
42.18,26.4,59.2,25.81,57.83,7.04,485.84,Soybean
96.85,30.6,54.31,26.93,65.8,6.98,584.74,Corn
55.76,16.79,36.2,29.27,50.47,6.36,551.1,Millet
59.22,35.8,44.6,26.94,42.62,7.21,485.66,Soybean
100.73,27.41,60.68,32.24,53.38,7.32,631.46,Cotton
98.08,29.09,46.32,23.42,50.99,6.89,452.51,Corn
94.26,22.64,47.87,28.14,84.58,6.48,1371.39,Rice
76.86,28.95,52.95,18.89,52.37,7.36,328.63,Wheat
90.42,30.36,41.15,29.14,36.2,6.9,691.66,Cotton
63.66,34.7,41.6,25.46,53.76,6.25,603.17,Cotton
108.57,25.99,61.97,22.81,74.97,6.37,457.85,Maize
142.2,61.42,98.52,26.78,78.43,6.93,1037.86,Sugarcane
123.22,32.58,52.71,24.22,57.06,6.35,438.56,Maize
105.82,31.59,65.78,26.12,59.74,6.48,509.85,Maize
102.69,27.42,54.79,25.95,71.61,6.56,480.72,Maize
95.82,32.65,50.49,30.94,82.54,6.63,1311.54,Rice
58.78,32.9,71.28,25.29,56.05,7.25,330.37,Wheat
85.86,27.1,59.59,21.58,55.45,6.99,342.33,Wheat
51.16,22.17,34.19,17.49,48.48,6.63,325.04,Pulses
95.61,33.78,52.61,23.74,63.27,6.11,453.86,Maize
56.0,27.06,42.58,20.34,72.1,6.91,121.68,Gram
52.53,34.27,41.54,20.16,49.86,8.16,400.91,Wheat
32.48,19.18,31.7,16.15,59.84,6.88,221.6,Gram
72.62,30.44,58.32,30.4,85.98,6.14,1364.03,Rice
103.57,30.44,45.49,32.3,71.68,6.81,1366.7,Rice
38.45,21.02,34.09,19.4,49.27,6.76,393.97,Pulses
107.98,27.33,42.4,26.79,88.69,6.29,1335.43,Rice
51.0,24.76,47.02,19.72,48.79,6.52,294.38,Gram
74.31,33.05,50.56,24.23,78.15,6.8,346.97,Tomato
43.47,17.05,40.18,22.98,57.73,6.1,466.18,Groundnut
54.39,21.72,42.87,27.31,52.85,6.63,387.03,Groundnut
115.7,29.46,66.43,24.07,65.89,7.42,411.81,Corn
33.31,22.47,40.0,21.62,40.29,6.74,239.17,Pulses
36.21,9.1,19.8,26.15,36.94,6.37,398.89,Groundnut
71.14,30.83,46.03,25.5,68.88,6.62,440.62,Soybean
64.25,37.33,58.8,23.7,66.99,6.56,476.19,Soybean
40.87,25.21,64.7,21.21,47.72,6.91,393.8,Groundnut
104.97,27.87,83.59,24.25,58.63,6.98,408.79,Maize
104.94,29.79,32.94,25.92,78.33,6.64,348.94,Corn
17.46,11.64,40.77,29.7,34.98,6.44,420.99,Millet
74.24,35.43,56.66,20.24,42.67,6.98,336.81,Wheat
136.78,50.38,96.9,26.38,78.37,6.76,1119.39,Sugarcane
101.72,27.84,46.1,28.89,67.35,7.14,560.57,Cotton
58.32,33.68,43.3,17.04,52.45,7.2,318.52,Wheat
65.79,29.46,74.01,18.55,62.27,7.11,269.65,Wheat
34.83,19.31,43.37,26.12,37.15,6.1,355.35,Groundnut
79.24,27.06,31.38,33.23,48.65,7.22,498.31,Millet
36.29,27.27,12.59,18.53,68.54,6.8,339.03,Gram
50.56,15.7,38.43,31.95,43.65,6.7,557.51,Millet
79.5,36.89,45.69,23.43,58.65,6.75,498.11,Soybean
49.28,18.07,38.56,25.7,55.6,7.06,327.68,Groundnut
75.21,25.81,35.16,16.09,67.8,7.31,295.23,Pulses
100.63,31.15,56.07,24.54,55.94,6.49,504.16,Maize
148.89,49.54,81.9,23.19,76.73,6.49,996.33,Sugarcane
30.09,22.75,57.32,20.58,53.93,7.43,342.27,Barley
80.17,38.83,43.17,22.54,75.39,6.43,411.77,Tomato
93.6,25.4,61.53,26.48,63.17,6.73,494.38,Corn
26.89,24.71,55.34,17.84,57.0,7.05,262.33,Gram
99.11,38.6,44.3,18.16,58.91,7.2,288.46,Wheat
106.49,21.17,58.16,32.05,53.83,7.52,612.7,Cotton
17.22,28.57,33.5,22.15,49.13,6.75,395.67,Groundnut
121.59,56.49,84.9,19.03,72.63,7.31,508.08,Sugarbeet
81.08,33.32,56.28,18.74,69.01,6.84,314.56,Onion
145.78,56.78,76.59,22.27,68.2,6.7,992.39,Sugarcane
34.81,34.44,53.86,25.06,54.47,6.65,415.92,Soybean
63.11,30.13,47.03,24.49,62.81,6.58,408.98,Soybean
39.32,32.68,36.35,23.82,63.29,6.7,265.14,Pulses
98.65,33.75,66.56,19.74,52.98,7.0,345.51,Wheat
79.85,23.42,73.22,23.56,92.77,5.98,380.88,Tomato
90.53,27.64,50.78,31.47,96.84,6.21,1372.37,Rice
14.99,21.86,49.39,17.88,56.46,7.07,349.17,Gram
44.7,23.3,50.02,27.67,50.76,5.98,520.07,Groundnut
37.7,24.19,41.75,23.31,72.51,6.88,277.63,Pulses
88.59,27.52,75.09,29.68,54.33,6.72,538.49,Cotton
95.27,36.12,40.99,22.56,73.34,6.16,440.25,Tomato
129.16,55.27,100.0,25.58,87.42,6.85,1061.08,Sugarcane
105.24,50.05,95.65,19.44,60.62,7.22,452.43,Sugarbeet
126.55,24.5,76.4,21.28,74.56,7.02,414.28,Corn
118.77,28.98,78.24,25.8,65.8,6.33,384.14,Maize
113.03,40.53,60.62,25.68,65.01,6.74,383.29,Maize
85.85,26.19,60.24,25.64,75.52,7.04,364.56,Tomato
91.22,33.7,79.65,31.33,49.09,7.19,563.07,Cotton
24.63,18.18,40.98,22.18,59.72,6.19,289.43,Pulses
50.27,23.85,51.99,24.26,65.06,6.52,252.37,Gram
56.59,28.58,33.6,21.77,47.44,6.87,357.1,Pulses
27.36,13.56,45.45,23.38,52.35,6.57,372.4,Barley
129.71,44.65,70.52,14.94,52.28,7.12,461.7,Sugarbeet
86.72,31.24,57.43,25.15,77.59,7.3,350.9,Corn
44.01,31.7,46.43,22.34,64.75,6.09,361.09,Soybean
52.45,27.64,33.77,24.58,42.06,6.45,270.93,Gram
61.79,30.59,63.35,18.46,37.59,7.14,282.09,Barley
106.18,20.94,62.68,22.6,81.43,6.76,308.33,Tomato
51.97,27.45,35.58,23.13,52.51,6.91,542.82,Soybean
111.66,29.99,58.81,25.73,66.71,7.13,407.98,Corn
66.96,19.32,30.62,29.69,49.6,6.74,487.22,Millet
36.08,21.14,52.05,20.29,54.33,7.04,268.57,Gram
126.05,39.75,82.37,20.26,68.95,6.38,486.8,Sugarbeet
92.16,26.13,53.38,20.27,60.27,6.61,241.32,Wheat
70.05,20.05,35.98,22.17,46.9,6.34,354.2,Barley
99.98,36.79,54.77,26.3,79.16,7.0,331.59,Tomato
113.03,28.28,34.33,24.74,66.55,6.4,383.79,Corn
79.5,36.37,49.65,29.5,82.43,6.73,1391.63,Rice
34.26,22.69,39.93,21.65,49.03,6.82,245.99,Gram
98.28,32.01,67.35,25.51,74.01,6.69,442.54,Maize
30.96,19.11,46.75,24.7,57.45,7.07,420.56,Groundnut
133.91,31.03,58.41,19.37,57.82,6.86,323.86,Onion
98.65,33.35,46.51,16.74,48.59,6.52,242.23,Onion
39.63,13.76,24.08,26.56,43.51,6.38,442.52,Millet
44.29,29.19,34.04,27.79,60.01,6.7,377.35,Groundnut
55.18,33.03,41.55,24.22,58.56,7.33,476.82,Soybean
120.34,32.64,85.54,30.61,46.52,6.64,602.27,Cotton
95.37,36.78,58.41,24.65,59.92,7.21,481.43,Maize
95.73,23.52,49.18,28.56,69.58,6.48,460.64,Maize
63.35,28.95,53.05,29.66,68.61,6.56,538.87,Soybean
57.61,33.22,61.97,18.24,58.86,7.41,396.46,Wheat
118.0,37.41,67.44,24.78,78.34,6.64,409.36,Corn
117.87,36.6,78.43,16.48,79.98,6.94,469.07,Sugarbeet
61.54,25.21,23.12,18.25,55.44,6.77,386.81,Barley
37.55,19.78,25.86,22.22,51.83,7.15,321.84,Barley
113.37,27.8,66.3,26.19,49.92,6.49,448.45,Corn
14.94,25.58,34.68,17.98,64.37,6.94,336.2,Pulses
55.06,33.43,49.21,21.88,72.49,6.99,404.29,Tomato
101.38,29.57,51.46,26.28,67.61,6.26,482.72,Tomato
61.81,27.66,57.69,24.84,64.71,6.51,536.54,Soybean
6.92,23.26,49.95,20.75,57.14,7.21,294.5,Pulses
64.69,34.84,46.46,19.72,48.71,6.97,306.04,Wheat
80.17,27.04,63.03,20.9,70.58,6.75,315.54,Onion
45.55,9.12,47.61,26.5,47.5,6.24,474.88,Groundnut
37.5,31.8,52.42,20.79,65.48,6.27,359.59,Pulses
75.81,29.15,46.85,24.07,94.88,7.11,418.69,Tomato
101.13,20.39,79.25,29.59,45.01,6.76,646.62,Cotton
24.85,24.4,47.06,25.42,66.78,6.41,441.01,Soybean
83.1,34.08,48.75,28.05,69.32,7.16,378.26,Tomato
60.09,25.31,47.49,27.36,53.02,7.05,563.96,Millet
151.54,68.65,100.0,19.85,78.07,6.85,1070.08,Sugarcane
94.5,28.03,53.61,25.38,59.8,7.37,380.92,Corn
100.18,25.25,65.46,27.96,69.68,6.63,383.36,Tomato
83.13,29.36,71.53,21.81,73.61,7.29,395.29,Tomato
128.28,49.63,71.84,17.75,67.65,8.03,437.09,Sugarbeet
24.98,22.81,27.1,18.81,53.97,6.6,326.35,Gram
58.84,17.86,25.42,28.04,38.91,6.83,507.04,Millet
123.03,30.84,47.06,23.99,60.29,6.89,481.73,Maize
65.21,18.17,24.93,22.78,65.49,6.28,261.62,Pulses
80.59,31.16,58.45,26.75,79.96,6.79,343.72,Tomato
154.49,64.38,100.0,25.65,82.55,6.8,1079.7,Sugarcane
72.62,20.94,24.7,31.43,41.22,6.46,470.82,Millet
61.73,36.93,40.96,19.04,67.87,7.42,394.25,Barley
88.76,27.28,42.21,30.42,82.56,6.5,1346.76,Rice
120.73,45.28,89.44,20.82,53.94,7.04,392.15,Sugarbeet
41.76,35.12,56.76,15.86,57.05,6.87,362.69,Wheat
36.87,10.13,38.21,33.89,28.27,6.94,626.6,Millet
71.15,34.77,59.6,18.69,63.68,7.78,263.62,Wheat
49.05,33.24,21.48,16.88,62.95,6.79,334.16,Pulses
77.29,36.03,69.57,20.0,52.13,6.81,290.93,Onion
54.77,21.58,40.96,27.3,66.15,6.66,414.62,Soybean
57.39,33.45,50.02,24.57,68.6,6.8,476.83,Soybean
16.52,16.27,37.72,17.16,62.07,6.66,353.47,Gram
20.68,27.56,36.94,21.73,47.68,6.72,293.87,Pulses
116.99,53.09,81.33,20.1,74.81,7.53,452.8,Sugarbeet
131.31,56.9,98.08,20.8,74.69,6.89,1074.43,Sugarcane
61.72,35.75,64.97,24.05,77.76,7.25,417.41,Tomato
36.13,26.88,46.84,27.86,65.89,7.19,463.58,Soybean
84.54,27.26,54.91,29.91,57.71,6.75,566.79,Cotton
87.48,38.28,48.7,27.01,49.53,7.36,602.86,Cotton
95.2,47.52,82.54,22.11,64.71,7.41,437.48,Sugarbeet
42.69,17.63,32.34,20.81,49.89,7.09,182.31,Gram
106.66,27.91,49.33,24.54,68.07,6.89,473.64,Corn
70.74,33.6,69.69,19.81,61.35,6.65,286.26,Onion
97.93,37.76,65.02,23.57,87.23,6.18,350.61,Tomato
69.68,25.11,23.66,30.5,37.54,6.62,525.33,Millet
71.96,24.14,35.98,28.87,40.03,6.68,553.1,Millet
44.48,25.25,38.26,24.35,48.27,6.82,369.39,Barley
112.72,29.4,61.57,24.59,71.22,6.63,443.54,Corn
139.3,51.33,83.55,19.24,58.56,6.95,351.58,Sugarbeet
152.8,51.74,71.4,18.33,60.37,6.73,444.76,Sugarbeet
78.12,16.1,61.87,28.47,59.19,7.15,562.72,Cotton
172.78,54.9,100.0,23.29,65.65,6.71,1124.44,Sugarcane
109.09,49.8,61.31,22.38,53.18,7.09,430.08,Sugarbeet
91.12,26.1,59.87,27.07,67.19,6.66,385.56,Corn
67.16,38.51,26.74,28.94,76.61,6.4,1347.5,Rice
53.93,21.1,45.11,23.89,54.3,7.1,272.93,Pulses
59.03,25.64,21.45,24.86,68.81,6.45,467.78,Soybean
39.71,25.68,55.56,22.44,69.97,7.11,320.34,Barley
42.31,27.97,29.09,20.83,47.11,7.1,282.81,Gram
124.79,50.29,83.03,17.56,57.06,7.29,446.04,Sugarbeet
63.75,35.83,50.6,13.84,58.99,7.22,250.32,Wheat
33.87,20.88,46.01,23.32,55.48,6.58,400.16,Groundnut
126.01,56.46,77.43,14.31,69.42,6.8,417.11,Sugarbeet
72.19,37.39,44.05,19.84,40.71,7.57,359.67,Wheat
72.17,23.85,49.29,21.78,59.12,7.05,287.96,Barley
119.03,47.65,85.78,21.02,76.07,7.66,410.17,Sugarbeet
66.69,25.06,45.14,20.33,53.47,7.04,291.5,Barley
96.29,28.76,76.01,29.21,38.07,6.63,553.35,Cotton
67.75,19.26,45.35,20.72,64.82,7.51,252.94,Gram
141.47,62.65,98.0,23.86,78.59,6.57,1051.46,Sugarcane
32.36,19.75,40.05,20.4,53.18,6.42,292.35,Barley
42.02,21.06,43.69,18.53,41.48,7.25,171.93,Gram
98.09,29.33,60.16,23.6,64.48,6.63,479.63,Maize
81.85,34.08,65.81,22.74,65.63,6.84,425.75,Tomato
68.67,22.59,46.15,18.39,59.49,6.24,266.2,Barley
113.81,48.29,80.61,20.79,64.2,7.82,395.3,Sugarbeet
99.27,35.84,63.03,24.28,78.75,6.83,403.66,Corn
161.03,50.1,91.5,24.04,82.58,6.48,1012.17,Sugarcane
71.51,28.61,52.3,26.18,95.35,6.49,1201.92,Rice
93.47,35.88,66.79,30.2,49.24,7.33,595.67,Cotton
12.02,28.9,35.08,20.32,60.6,6.87,241.72,Gram
68.0,30.96,54.14,25.06,68.4,6.46,452.45,Tomato
107.75,26.67,59.51,23.24,62.95,6.3,503.97,Maize
112.39,26.9,53.07,20.74,46.07,6.89,275.1,Onion
93.44,26.18,57.04,32.75,72.28,7.0,1353.45,Rice
61.71,18.44,43.75,20.36,51.63,6.7,322.46,Barley
59.41,21.6,31.05,22.21,53.27,6.97,414.78,Groundnut
54.37,22.67,54.17,19.84,34.18,6.91,379.17,Barley
120.01,30.59,65.98,23.6,54.01,6.24,429.0,Tomato
96.02,19.68,55.55,28.59,62.28,6.83,446.69,Maize
68.26,31.09,49.44,31.73,79.39,6.67,1383.47,Rice
42.34,31.54,57.5,26.28,68.96,6.84,513.0,Soybean
113.2,25.82,65.39,27.11,58.78,6.53,651.24,Cotton
19.17,35.21,66.96,22.33,79.82,6.49,431.96,Soybean
19.15,20.98,42.26,22.01,69.98,6.39,347.22,Pulses
142.0,47.33,96.71,17.14,65.27,7.48,484.15,Sugarbeet
91.89,22.19,64.58,20.54,65.47,6.56,321.37,Onion
92.24,35.95,46.83,26.63,77.66,6.57,532.03,Maize
24.69,25.66,57.59,19.97,70.43,6.92,249.89,Pulses
40.65,12.31,26.09,32.64,39.61,6.17,477.62,Groundnut
47.46,22.75,32.67,20.27,66.73,6.66,445.1,Gram
74.04,31.21,60.65,22.05,54.52,7.03,573.4,Soybean
114.89,49.65,81.62,20.99,73.26,7.12,372.15,Sugarbeet
100.23,23.27,65.84,27.7,90.54,6.29,1402.67,Rice
40.46,20.4,52.25,18.81,47.06,6.96,362.01,Gram
38.01,28.81,49.08,20.52,41.25,6.48,278.31,Gram
162.45,54.67,85.88,25.04,77.73,6.55,1055.95,Sugarcane
88.53,30.6,58.42,30.84,100.0,6.2,1301.11,Rice
97.91,26.11,56.19,29.14,48.77,6.73,516.92,Cotton
166.29,57.82,100.0,22.89,80.33,6.46,1040.24,Sugarcane
100.87,36.28,56.54,24.87,59.4,6.7,591.59,Maize
93.44,21.92,50.31,26.19,86.91,6.92,429.78,Tomato
51.43,25.04,38.32,24.43,61.56,6.88,384.83,Groundnut
72.5,27.57,40.19,22.2,65.86,6.92,250.41,Barley
89.37,29.06,68.87,23.3,63.04,7.02,504.28,Corn
111.68,31.66,43.69,20.82,63.16,7.31,334.88,Onion
130.09,28.97,62.84,20.56,56.72,6.52,446.64,Maize
62.76,15.08,20.55,31.11,44.6,6.72,546.76,Millet
69.94,30.0,60.61,20.28,60.98,6.96,249.35,Onion
49.38,32.09,41.38,20.56,45.98,6.79,334.62,Barley
120.11,51.93,64.61,19.96,65.6,7.1,462.62,Sugarbeet
70.26,36.29,53.21,21.52,53.34,6.44,353.31,Wheat
90.05,32.21,53.0,30.81,60.94,6.67,550.82,Cotton
87.32,26.52,47.07,17.26,41.54,7.27,338.56,Wheat
66.78,31.19,56.76,19.13,69.4,6.71,320.71,Onion
106.97,31.35,49.76,21.44,63.19,6.81,430.04,Tomato
92.26,35.26,60.71,28.95,62.95,6.98,487.65,Corn
89.5,28.65,40.43,29.75,53.67,7.41,648.88,Cotton
79.42,31.41,66.68,31.69,82.44,6.22,1318.38,Rice
